"max1","max2","wbmighintergrund_absolut","gueltige_1","first_per","second_per","third_per","index"
35633,29830,1517.86907958984,120848,0.294858003442341,0.246839004369125,0.458302992188534,65
35644,20973,3550.80605316162,109455,0.325649810424375,0.1916129916404,0.482737197935225,66
55110,29616,3606.30556488037,145948,0.377600241181791,0.202921588510977,0.419478170307233,67
51386,27104,4863.23558044434,141128,0.36410917748427,0.192052604727623,0.443838217788107,68
44021,34877,7528.86351394653,160556,0.274178479782755,0.217226388300655,0.50859513191659,69
42781,23520,3775.79058456421,121399,0.352399937396519,0.193741299351724,0.453858763251757,70
45843,32281,4241.40186691284,145192,0.315740536668687,0.222333186401455,0.461926276929858,71
40690,32053,5927.10623168945,150275,0.270770254533356,0.213295624688072,0.515934120778573,72
43254,30112,3251.06568527222,128915,0.335523406896017,0.233580266066788,0.430896327037195,73
42725,32864,4432.30380630493,137657,0.310372883325948,0.238738313344036,0.450888803330016,74
35036,30492,53602.0881417438,149071,0.235028945938513,0.204546826679904,0.560424227381583,75
53618,36429,18127.5017074901,186313,0.287784534627213,0.195525808719735,0.516689656653052,76
49654,31882,20137.1150077587,134860,0.368189233278956,0.236408126946463,0.395402639774581,77
41965,40372,24040.4311304282,130574,0.321388637860524,0.309188659304303,0.369422702835174,78
63085,43801,18092.7637418166,178373,0.353668996989455,0.245558464565826,0.40077253844472,79
47077,43123,30193.0085444052,156114,0.301555273710237,0.276227628527871,0.422217097761892,80
51708,39380,29008.9276081303,178666,0.289411527654954,0.220411270191307,0.490177202153739,81
37777,34593,34169.0545344468,141105,0.26772261790865,0.245157861167216,0.487119520924134,82
45055,42600,37981.3483926299,171349,0.262942882654699,0.248615398981027,0.488441718364274,83
61881,29384,11324.7966701165,155192,0.398738337027682,0.189339656683334,0.411922006288984,84
46782,30480,12712.9521616963,136785,0.342011185437,0.222831450816976,0.435157363746025,85
51249,28905,21047.9092900322,147072,0.348461977806789,0.196536390339426,0.455001631853786,86
47011,45309,31695.5475463867,139357,0.337342221775727,0.325128985268053,0.33752879295622,87
63135,62405,27644.4981269836,171176,0.368830910875356,0.364566294340328,0.266602794784316,88
64121,39301,24595.9774665832,140604,0.456039657477739,0.279515518761913,0.264444823760348,89
62711,47543,23929.7586174011,149838,0.418525340701291,0.317296013027403,0.264178646271306,90
74207,58792,38778.8136787415,189339,0.391926650082656,0.310511833272596,0.297561516644748,91
79493,48592,26860.3783073425,185575,0.42836050114509,0.261845614980466,0.309793883874444,92
43683,42799,36274.1696024402,138196,0.316094532403253,0.309697820486845,0.374207647109902,93
68657,52880,25819.5139250721,196761,0.348936018824869,0.268752445860714,0.382311535314417,94
48148,41106,32947.6153504243,149098,0.322928543642437,0.275697863150411,0.401373593207152,95
62377,57330,42863.0438156128,178941,0.348589758635528,0.320384931346086,0.331025310018386,96
79987,49988,40467.3863143921,180563,0.442986658396238,0.276845200844027,0.280168140759735,97
80441,39246,28668.8219947815,172898,0.465251188562042,0.226989323184768,0.30775948825319,98
67603,41305,45149.7163581848,154631,0.437189179401284,0.26711978839948,0.295691032199236,99
68948,42098,23943.505065918,172240,0.400301904319554,0.244414770088249,0.355283325592197,100
59373,47272,57227.1270749747,153520,0.386744398124023,0.307920792079208,0.305334809796769,101
46657,43814,29175.5190658016,148006,0.315237220112698,0.296028539383539,0.388734240503763,102
61871,49863,59339.568149622,161762,0.38248167060249,0.308249156167703,0.309269173229807,103
70762,40819,34152.6861686707,158550,0.446307158625039,0.257451907915484,0.296240933459476,104
48689,37468,29445.9064941406,123986,0.392697562628039,0.302195409159099,0.305107028212863,105
69273,41903,39826.2465402956,171387,0.404190516200179,0.244493456329827,0.351316027469995,106
47950,38727,35500.3921163206,141828,0.338085568435006,0.273056096116423,0.388858335448572,107
69658,45314,37622.7514343262,158292,0.440060142016021,0.286268415333687,0.273671442650292,108
57766,31766,30435.3885536194,130443,0.442844767446318,0.24352399132188,0.313631241231802,109
65228,39142,31750.9179968341,153673,0.424459729425468,0.254709675740045,0.320830594834486,110
82165,42932,23912.9249191284,171590,0.478844921032694,0.250201060667871,0.270954018299435,111
75375,51197,23100.7605400085,167383,0.450314548072385,0.305867381992198,0.243818069935418,112
61849,52085,21641.8193664551,158681,0.389769411586768,0.328237155046918,0.281993433366313,113
48817,42219,31042.9442658917,132097,0.369554191238257,0.31960604707147,0.310839761690273,114
45455,34053,30168.2944345691,118768,0.382720934931968,0.286718644752795,0.330560420315236,115
34799,26522,37339.5200872205,100308,0.346921481835945,0.264405630657575,0.38867288750648,116
56987,43077,23117.3330383301,148121,0.384732752276855,0.290823043322689,0.324444204400456,117
49226,44219,39315.6155124385,141064,0.348962173197981,0.313467645891227,0.337570180910792,118
40601,28912,30376.5226042805,108754,0.373328797101716,0.26584769295842,0.360823509939864,119
56393,46829,17768.8542233689,152104,0.370752905906485,0.307874875085468,0.321372219008047,120
47257,37792,29822.1036071777,122242,0.386585625235189,0.309157245463916,0.304257129300895,121
56019,46982,25944.6820373535,136147,0.411459672266007,0.345082888348623,0.24345743938537,122
45017,29768,34139.8333511353,117421,0.383381166912222,0.25351512932099,0.363103703766788,123
78579,39584,20026.9229316711,153182,0.512978026138841,0.258411562716246,0.228610411144913,124
55128,50334,26044.3922691345,149859,0.367865793846215,0.335875723179789,0.296258482973996,125
81496,39412,15071.7439575195,155771,0.523178255259323,0.253012434920492,0.223809309820185,126
79677,36250,19753.9341049194,154379,0.516112942822534,0.234811729574618,0.249075327602848,127
67678,45797,28138.7404975891,151177,0.447673918651647,0.302936293219207,0.249389788129147,128
70606,54778,27860.2662963867,189854,0.371896299261538,0.288526973358475,0.339576727379987,129
75017,45094,32353.5172462463,161586,0.464254328964143,0.279071206663944,0.256674464371913,130
81298,48942,46392.4899215698,174626,0.465554957451926,0.280267543206624,0.25417749934145,131
61086,56485,57351.3501281738,184077,0.331850258315813,0.306855283386844,0.361294458297343,132
61205,59571,45758.4454879761,166592,0.367394592777564,0.35758619861698,0.275019208605455,133
55868,53057,34619.6383285522,149530,0.373624021935398,0.354825118705277,0.271550859359326,134
61064,54022,48049.3661804199,169184,0.360932475884244,0.319309154529979,0.319758369585776,135
63213,32564,20400.4785919189,131400,0.481073059360731,0.247823439878234,0.271103500761035,136
91163,33516,48707.7233276367,170144,0.535799087831484,0.19698608237728,0.267214829791236,137
58206,44948,38929.5117301941,148299,0.392490846195861,0.303090378222375,0.304418775581764,138
49333,44273,20677.2568092346,134376,0.367126570220873,0.329471036494612,0.303402393284515,139
57655,43773,22599.549853902,155017,0.371926949947425,0.282375481398814,0.345697568653761,140
52672,30361,40246.7948345136,125744,0.41888280951775,0.24145088433643,0.33966630614582,141
59990,44228,29154.3280860573,154526,0.388219458214152,0.286217206165953,0.325563335619896,142
55038,39933,45433.9423073142,141889,0.387894762807547,0.281438307409313,0.33066692978314,143
58019,47452,36378.5452957153,149385,0.388385714763865,0.317649027680155,0.29396525755598,144
61717,59700,54747.844745636,169568,0.363966078505378,0.352071145499151,0.283962775995471,145
73595,50458,36276.6001586914,172492,0.426657468172437,0.292523711244579,0.280818820582984,146
73185,41047,22025.8004722595,152615,0.479540019002064,0.268957835075189,0.251502145922747,147
64484,48560,26295.5758209229,160701,0.40126694917891,0.302176091001301,0.29655695981979,148
72158,39699,38152.5690040588,150760,0.478628283364288,0.263325815866278,0.258045900769435,149
54890,53714,34627.6755905151,142093,0.386296298902831,0.378020029135848,0.235683671961321,150
38207,31244,4285.79885482788,116438,0.328131709579347,0.268331644308559,0.403536646112094,151
43919,32702,8116.42094410798,159781,0.274869978282775,0.204667638830649,0.520462382886576,152
43948,42778,7411.58715067961,173636,0.253104194982607,0.246365960975834,0.500529844041558,153
54152,45563,3765.1635017395,159004,0.340570048552238,0.286552539558753,0.372877411889009,154
55326,46765,3730.28804016113,150932,0.366562425463122,0.309841518034612,0.323596056502266,155
52770,48579,4517.61913299561,158876,0.332145824416526,0.305766761499534,0.36208741408394,156
49834,48256,4887.14931488037,153643,0.324349303254948,0.314078740977461,0.361571955767591,157
57554,44354,4845.68132781982,153899,0.373972540432361,0.288202002612103,0.337825456955536,158
44388,40380,10665.4157773433,180647,0.245716784668442,0.223529867642419,0.53075334768914,159
47185,41202,6241.07497583057,184693,0.255478009453526,0.22308371188946,0.521438278657015,160
48230,46827,4155.22789382935,148674,0.324401038513795,0.314964284272973,0.360634677213232,161
38653,34958,8629.03656768799,145553,0.265559624329282,0.240173682438699,0.494266693232019,162
48012,36388,3952.09606170654,136670,0.351298748811005,0.2662471647033,0.382454086485695,163
56716,49465,1866.69226074219,163552,0.346776560360008,0.302442036783408,0.350781402856584,164
48347,36881,5372.9686164856,143380,0.337194866787558,0.257225554470637,0.405579578741805,165
49104,36428,4485.93762969971,140355,0.349855722988137,0.259541875957394,0.390602401054469,166
49341,47269,27041.9724063873,140638,0.350836900410984,0.336104040159843,0.313059059429173,167
58759,44425,42108.0503997803,165278,0.35551616065054,0.268789554568666,0.375694284780794,168
54033,39302,17132.7546081543,131232,0.411736466715435,0.299484881736162,0.288778651548403,169
53892,43514,27082.6457366943,143087,0.376637989474935,0.304108689119207,0.319253321405858,170
50214,46888,24825.1457443237,140566,0.357227209993882,0.333565727131739,0.309207062874379,171
58417,45375,32939.7077388763,152554,0.382926701364763,0.297435662126198,0.31963763650904,172
57610,46216,35735.4323596954,164158,0.350942384775643,0.281533644415746,0.367523970808611,173
71946,32150,26838.7262649536,159299,0.451641253240761,0.201821731460963,0.346537015298276,174
49479,38462,24949.8880462646,135869,0.364166954934533,0.28308149761903,0.352751547446437,175
57579,33201,29428.3695106506,144260,0.399133508942188,0.230146956883405,0.370719534174407,176
49891,39773,22907.940366745,136921,0.36437799899212,0.290481372470257,0.345140628537624,177
71555,43427,24049.3680992126,171338,0.417624811775555,0.253458077017358,0.328917111207088,178
47309,39396,43108.9734725952,137965,0.342905809444424,0.285550683144276,0.3715435074113,179
46656,40185,32194.6423740387,132059,0.353296632565747,0.304295807177095,0.342407560257158,180
66490,34527,34609.6956062317,158525,0.419429112127425,0.217801608579088,0.362769279293487,181
43663,38704,58684.7543570086,143049,0.305231074666723,0.270564631699627,0.42420429363365,182
55221,44240,46792.8491223768,170569,0.323745815476435,0.259367176919604,0.416887007603961,183
45963,42342,36354.6414222717,130857,0.351246016644123,0.323574589055228,0.325179394300649,184
58565,40106,56149.61444664,160983,0.363796177236106,0.249131895914475,0.387071926849419,185
58216,56442,45794.150932312,189775,0.30676327229614,0.297415360295086,0.395821367408773,186
65654,52761,31775.055059433,181831,0.361071544456116,0.290165043364443,0.348763412179441,187
59781,41408,26308.1565303802,153739,0.388847332166854,0.269339595027937,0.341813072805209,188
59318,33402,4432.26565933228,156075,0.380060868172353,0.214012493993272,0.405926637834375,189
54657,33644,4810.79070281982,158873,0.34402950784589,0.211766631208575,0.444203860945535,190
44684,32680,3087.02864837646,152895,0.292252853265313,0.213741456555152,0.494005690179535,191
41744,34524,4301.12172698975,144260,0.289366421738528,0.23931789823929,0.471315680022182,192
45305,30948,7184.28789901733,165925,0.273045050474612,0.186518005122796,0.540436944402591,193
52980,47558,3656.29648590088,174113,0.304285148150914,0.273144452166122,0.422570399682965,194
51954,44422,2890.28690338135,167982,0.309283137479016,0.26444500005953,0.426271862461454,195
57871,39505,6091.78572845459,172544,0.335398507047478,0.22895609235905,0.435645400593472,196
76933,50996,41414.6045455933,178205,0.431710670295446,0.286164810190511,0.282124519514043,197
64006,40944,20797.4363365173,149595,0.427861893779872,0.273698987265617,0.29843911895451,198
61594,42777,31023.7704772949,149009,0.413357582427907,0.287076619533048,0.299565798039045,199
58596,33477,23470.1686325073,132828,0.441141927906767,0.252032703947963,0.306825368145271,200
50975,43373,16812.1260566711,137794,0.369936281695865,0.314766970985674,0.315296747318461,201
63719,32017,16864.5794296265,124382,0.512284735733466,0.257408628258108,0.230306636008426,202
56611,50283,15386.9250640869,149338,0.379079671617405,0.336705995794774,0.284214332587821,203
68727,47312,34506.202583313,158697,0.433070568441747,0.298127878913905,0.268801552644347,204
71535,56184,34601.1522674561,200319,0.357105416860108,0.280472646129424,0.362421937010468,205
68685,44569,28640.8593063354,167176,0.410854428865387,0.266599272622865,0.322546298511748,206
51168,50740,46147.6374320984,159181,0.321445398634259,0.31875663552811,0.359797965837631,207
69504,44032,26614.9478797913,173721,0.400089799160723,0.253463887497769,0.346446313341507,208
57482,53022,29828.1948547363,169379,0.339369107150237,0.313037625679689,0.347593267170074,209
48719,38028,22218.1810073853,132235,0.368427420879495,0.287578931447801,0.343993647672704,210
68588,44224,28663.3278884888,170011,0.403432719059355,0.26012434489533,0.336442936045315,211
68435,16486,23198.606716156,125538,0.545133744364256,0.131322786725932,0.323543468909812,212
78212,24131,16322.1345596313,162248,0.482052167052907,0.148729106059859,0.369218726887234,213
79545,24916,21564.5943260193,185177,0.42956198663981,0.134552347213747,0.435885666146444,214
82602,35454,25484.5144691467,189300,0.43635499207607,0.187290015847861,0.37635499207607,215
90383,24799,50051.9090652466,182472,0.495325310184576,0.135905782805033,0.368768907010391,216
55811,45068,39434.8779156791,173121,0.322381455744826,0.260326592383362,0.417291951871812,217
68255,39621,37363.1329817389,185687,0.367580929198059,0.213375195894166,0.419043874907775,218
55894,39873,32350.1810432009,169397,0.329958617921215,0.235381972526078,0.434659409552708,219
64014,44283,34585.0929371582,192077,0.333272593803527,0.230548165579429,0.436179240617044,220
85347,31943,29184.1539459229,196136,0.435141942325733,0.162861483868336,0.40199657380593,221
84981,23988,23313.9722328186,184948,0.459485909552955,0.129701321452516,0.410812768994528,222
62465,17786,13629.7957420349,131254,0.475909305621162,0.135508251177107,0.388582443201731,223
73948,29308,16961.5812950134,175679,0.420926804000478,0.166826996966057,0.412246199033464,224
80056,25659,25181.3350753784,159225,0.502785366619564,0.161149317004239,0.336065316376197,225
63784,19722,9837.11679077148,133038,0.47944196395015,0.148243359040274,0.372314677009576,226
52167,20612,13773.3957557678,118391,0.440633156236538,0.174101071872017,0.385265771891445,227
74299,25511,26580.3275680542,187727,0.395782173049162,0.135894144156142,0.468323682794697,228
61835,24611,16649.4785957336,130171,0.47502900031497,0.189066689201128,0.335904310483902,229
56767,19081,17861.8386688232,126568,0.448509891915808,0.150756905378927,0.400733202705265,230
60976,21525,12686.9264526367,128050,0.476188988676298,0.168098399062866,0.355712612260836,231
80075,25580,18102.7727546692,167850,0.477062853738457,0.152397974381889,0.370539171879654,232
77207,32392,31147.4899253845,192989,0.400059070724238,0.167843763116033,0.432097166159729,233
78743,38931,11635.1643104553,162986,0.483127385174187,0.238861006466813,0.278011608359,234
59285,28614,8008.48274612427,128191,0.462473964630902,0.223213798160557,0.31431223720854,235
60675,29475,15293.9037475586,144133,0.42096535838427,0.204498622799775,0.374536018815955,236
58665,26785,16705.9568862915,126171,0.464964215231709,0.212291255518305,0.322744529249986,237
55078,32163,13880.2405929565,121693,0.4525979308588,0.26429622081796,0.28310584832324,238
59182,29641,16521.6080665588,125858,0.470228352587837,0.235511449411241,0.294260198000922,239
74105,21494,13064.4446144104,133677,0.554358640603844,0.160790562325606,0.284850797070551,240
81431,33755,30361.6424026489,183903,0.442793211638744,0.183547848594096,0.37365893976716,241
64783,31649,24764.0499916077,151639,0.427218591523289,0.208712798158785,0.364068610317926,242
76543,44371,38583.6867752075,192548,0.397526850447681,0.230441240625714,0.372031908926605,243
45340,37068,40075.4248803595,144923,0.312855792386302,0.255777205826542,0.431367001787156,244
46511,34621,37519.3164297601,130675,0.355928831069447,0.264939735986225,0.379131432944328,245
81874,37920,13208.1494903564,184186,0.44451804154496,0.205878839868394,0.349603118586646,246
68708,23660,20489.7515487671,142890,0.480845405556722,0.165581916159283,0.353572678283995,247
86603,32383,21447.1166038513,169407,0.511212641744438,0.191155029012969,0.297632329242593,248
72406,35148,19414.5292663574,155377,0.466002046634959,0.226211086582956,0.307786866782085,249
73901,26346,26053.6762123108,154269,0.479039858947682,0.17077961223577,0.350180528816548,250
76515,33929,26153.815196991,181297,0.422042284207681,0.187145953876788,0.390811761915531,251
52769,29285,62766.4399261475,151642,0.347984067738489,0.193119320504873,0.458896611756637,252
92942,27551,28046.2094535828,194762,0.477208079604851,0.141459833026977,0.381332087368172,253
70080,26824,19892.0294723511,148957,0.470471344079164,0.180078814691488,0.349449841229348,254
80503,26419,28409.7230682373,180376,0.446306603982791,0.146466270457267,0.407227125559942,255
88357,21451,23347.6797027588,175197,0.504329412033311,0.12243931117542,0.373231276791269,256
93430,24018,21628.2589035034,189889,0.492024287873442,0.126484419845278,0.38149129228128,257
51118,47430,34794.6412472321,159677,0.320133770048285,0.297037143733913,0.382829086217802,258
46166,25469,45617.9555583404,137837,0.334931839781771,0.184776221188795,0.480291939029433,259
75323,38053,48082.0843849182,194286,0.38769134163038,0.195860741381263,0.416447916988357,260
53665,25697,30980.6463012695,134118,0.400132718948985,0.191599934386138,0.408267346664877,261
65566,31655,31499.5354614258,166287,0.394294202192595,0.190363648391035,0.41534214941637,262
50892,29730,33540.756351471,135470,0.375669890012549,0.219458182623459,0.404871927363992,263
64958,33898,39879.1187477112,176407,0.368228018162545,0.192157907566026,0.439614074271429,264
66430,30971,42346.6102905273,173535,0.382804621546086,0.178471201774858,0.438724176679056,265
73689,36327,36953.5438156128,184382,0.399653979238754,0.197020316516797,0.403325704244449,266
64591,42455,54567.9390888214,183110,0.352744252088908,0.231855169024084,0.415400578887008,267
68717,31406,43818.880027771,169860,0.404550806546568,0.184893441657836,0.410555751795596,268
55595,26971,29040.1756248474,134801,0.412422756507741,0.200080118100014,0.387497125392245,269
77752,35164,43411.8846321106,167586,0.463952836155765,0.209826596493741,0.326220567350495,270
45821,37924,44667.64793396,160506,0.285478424482574,0.236277771547481,0.478243803969945,271
67396,32886,32341.4722442627,166740,0.404198152812762,0.197229219143577,0.398572628043661,272
68259,29486,37516.3967056274,154890,0.440693395312803,0.190367357479502,0.368939247207696,273
58019,46219,34785.0249252319,177570,0.326738750915132,0.260286084361097,0.412975164723771,274
41812,39795,40662.2361717224,142574,0.293265251728927,0.279118212296772,0.427616535974301,275
75531,30849,33817.022441864,161223,0.468487746785508,0.191343666846542,0.34016858636795,276
57788,36886,27841.6400299072,154416,0.374235830483888,0.238874209926432,0.38688995958968,277
63166,29684,31020.1020812988,152358,0.414589322516704,0.194830596358577,0.390580081124719,278
60476,31611,47011.780921936,165973,0.364372518421671,0.190458689063884,0.445168792514445,279
65676,25601,32018.6108169556,151724,0.432864938968126,0.168734017030925,0.398401044000949,280
50256,46115,32786.8649749756,179374,0.280174384247438,0.25708854126016,0.462737074492401,281
69148,36986,40176.9778251648,175517,0.393967535908203,0.21072602653874,0.395306437553057,282
62476,39472,29539.443862915,166356,0.375556036451946,0.237274279256534,0.387169684291519,283
73935,26532,31957.0629768372,153606,0.481328854341627,0.172727627827038,0.345943517831335,284
64558,23855,35886.3213996887,150030,0.430300606545358,0.159001533026728,0.410697860427914,285
58149,20672,27921.1641845703,123690,0.470118845500849,0.167127496159754,0.362753658339397,286
70355,26396,30825.1243591309,157109,0.447810119089295,0.168010744133054,0.384179136777651,287
56528,32522,21340.5031661987,135059,0.418543007130217,0.240798465855663,0.34065852701412,288
63494,23397,38659.5356559753,155803,0.407527454541954,0.150170407501781,0.442302137956265,289
56446,30197,32346.060585022,158186,0.356833095217023,0.190895528049258,0.452271376733719,290
74849,35456,35886.1661643982,175444,0.426626159914275,0.202092975536353,0.371280864549372,291
57837,22034,24337.8283653259,130082,0.444619547669931,0.169385464553128,0.385994987776941,292
56165,24451,22942.3168735504,135794,0.413604430239922,0.180059501892573,0.406336067867505,293
55758,29216,27760.1190834045,144657,0.385449718990439,0.201967412569043,0.412582868440518,294
61694,19716,29983.1697406769,137194,0.449684388530111,0.143708908552852,0.406606702917037,295
46688,45664,23189.695224762,145298,0.321325826921224,0.314278241957907,0.364395931120869,296
60102,50672,16409.0104484558,158015,0.380356295288422,0.320678416606018,0.29896528810556,297
57987,42129,13618.4152946472,138769,0.417867102883209,0.303590859630033,0.278542037486759,298
48102,45022,25121.1471862793,143321,0.335624228131258,0.314134006879662,0.35024176498908,299
